OBJECTID,VACCINATION_DATE,County,DailyFirstDose,CumulativeFirstDose,DailySecondDose,CumulativeSecondDose
958,1/19/2021 15:00:00,Prince George's,763,15215,272,2106
959,1/19/2021 15:00:00,Queen Anne's,144,2965,23,253
960,1/19/2021 15:00:00,Somerset,38,899,11,246
961,1/19/2021 15:00:00,St. Mary's,34,6583,30,281
962,1/19/2021 15:00:00,Talbot,128,2623,7,183
963,1/19/2021 15:00:00,Unknown,453,21943,293,2166
964,1/19/2021 15:00:00,Washington,368,6474,143,1026
965,1/19/2021 15:00:00,Wicomico,418,6271,151,1019
966,1/19/2021 15:00:00,Worcester,581,3725,101,598
967,1/20/2021 15:00:00,Allegany,306,3669,162,279
968,1/20/2021 15:00:00,Anne Arundel,2065,26425,472,3009
969,1/20/2021 15:00:00,Baltimore,3792,49010,823,6714
970,1/20/2021 15:00:00,Baltimore City,1658,27194,578,4991
971,1/20/2021 15:00:00,Calvert,439,5300,104,343
972,1/20/2021 15:00:00,Caroline,375,2272,29,142
973,1/20/2021 15:00:00,Carroll,779,9772,113,1068
974,1/20/2021 15:00:00,Cecil,347,4129,50,212
975,1/20/2021 15:00:00,Charles,1275,5342,20,367
976,1/20/2021 15:00:00,Dorchester,56,2060,78,206
977,1/20/2021 15:00:00,Frederick,1140,13486,268,1706
978,1/20/2021 15:00:00,Garrett,7,2031,15,33
979,1/20/2021 15:00:00,Harford,902,13776,168,1814
980,1/20/2021 15:00:00,Howard,564,17177,291,2825
981,1/20/2021 15:00:00,Kent,100,1104,45,132
982,1/20/2021 15:00:00,Montgomery,3404,39985,489,4635
983,1/20/2021 15:00:00,Prince George's,858,16073,282,2388
984,1/20/2021 15:00:00,Queen Anne's,150,3115,42,295
985,1/20/2021 15:00:00,Somerset,228,1127,1,247
986,1/20/2021 15:00:00,St. Mary's,198,6781,35,316
987,1/20/2021 15:00:00,Talbot,270,2893,27,210
988,1/20/2021 15:00:00,Unknown,464,22407,365,2531
989,1/20/2021 15:00:00,Washington,526,7000,279,1305
990,1/20/2021 15:00:00,Wicomico,371,6642,25,1044
991,1/20/2021 15:00:00,Worcester,178,3903,9,607
992,1/21/2021 15:00:00,Allegany,663,4332,3,282
993,1/21/2021 15:00:00,Anne Arundel,2190,28615,392,3401
994,1/21/2021 15:00:00,Baltimore,3693,52703,693,7407
995,1/21/2021 15:00:00,Baltimore City,1779,28973,571,5562
996,1/21/2021 15:00:00,Calvert,696,5996,24,367
997,1/21/2021 15:00:00,Caroline,110,2382,8,150
998,1/21/2021 15:00:00,Carroll,736,10508,98,1166
999,1/21/2021 15:00:00,Cecil,677,4806,32,244
1000,1/21/2021 15:00:00,Charles,166,5508,16,383
1001,1/21/2021 15:00:00,Dorchester,226,2286,21,227
1002,1/21/2021 15:00:00,Frederick,1217,14703,71,1777
1003,1/21/2021 15:00:00,Garrett,25,2056,10,43
1004,1/21/2021 15:00:00,Harford,982,14758,171,1985
1005,1/21/2021 15:00:00,Howard,1280,18457,254,3079
1006,1/21/2021 15:00:00,Kent,126,1230,2,134
1007,1/21/2021 15:00:00,Montgomery,3424,43409,199,4834
1008,1/21/2021 15:00:00,Prince George's,1418,17491,145,2533
1009,1/21/2021 15:00:00,Queen Anne's,121,3236,24,319
1010,1/21/2021 15:00:00,Somerset,70,1197,1,248
1011,1/21/2021 15:00:00,St. Mary's,342,7123,10,326
1012,1/21/2021 15:00:00,Talbot,191,3084,11,221
1013,1/21/2021 15:00:00,Unknown,670,23077,197,2728
1014,1/21/2021 15:00:00,Washington,729,7729,134,1439
1015,1/21/2021 15:00:00,Wicomico,726,7368,52,1096
1016,1/21/2021 15:00:00,Worcester,536,4439,14,621
1017,1/22/2021 15:00:00,Allegany,377,4709,4,286
1018,1/22/2021 15:00:00,Anne Arundel,2157,30772,336,3737
1019,1/22/2021 15:00:00,Baltimore,4622,57325,580,7987
1020,1/22/2021 15:00:00,Baltimore City,2251,31224,400,5962
1021,1/22/2021 15:00:00,Calvert,724,6720,42,409
1022,1/22/2021 15:00:00,Caroline,192,2574,30,180
1023,1/22/2021 15:00:00,Carroll,679,11187,53,1219
1024,1/22/2021 15:00:00,Cecil,407,5213,35,279
1025,1/22/2021 15:00:00,Charles,170,5678,13,396
1026,1/22/2021 15:00:00,Dorchester,234,2520,20,247
1027,1/22/2021 15:00:00,Frederick,1643,16346,44,1821
1028,1/22/2021 15:00:00,Garrett,422,2478,13,56
1029,1/22/2021 15:00:00,Harford,1459,16217,175,2160
1030,1/22/2021 15:00:00,Howard,1602,20059,221,3300
1031,1/22/2021 15:00:00,Kent,70,1300,3,137
1032,1/22/2021 15:00:00,Montgomery,4974,48383,605,5439
1033,1/22/2021 15:00:00,Prince George's,1972,19463,107,2640
1034,1/22/2021 15:00:00,Queen Anne's,575,3811,15,334
1035,1/22/2021 15:00:00,Somerset,205,1402,4,252
1036,1/22/2021 15:00:00,St. Mary's,482,7605,121,447
1037,1/22/2021 15:00:00,Talbot,796,3880,23,244
1038,1/22/2021 15:00:00,Unknown,820,23897,136,2864
1039,1/22/2021 15:00:00,Washington,629,8358,102,1541
1040,1/22/2021 15:00:00,Wicomico,500,7868,96,1192
1041,1/22/2021 15:00:00,Worcester,226,4665,14,635
1042,1/23/2021 15:00:00,Allegany,66,4775,1,287
1043,1/23/2021 15:00:00,Anne Arundel,667,31439,78,3815
1044,1/23/2021 15:00:00,Baltimore,1229,58554,263,8250
1045,1/23/2021 15:00:00,Baltimore City,808,32032,204,6166
1046,1/23/2021 15:00:00,Calvert,51,6771,1,410
1047,1/23/2021 15:00:00,Caroline,7,2581,15,195
1048,1/23/2021 15:00:00,Carroll,81,11268,15,1234
1049,1/23/2021 15:00:00,Cecil,98,5311,18,297
1050,1/23/2021 15:00:00,Charles,940,6618,79,475
1051,1/23/2021 15:00:00,Dorchester,1,2521,25,272
1052,1/23/2021 15:00:00,Frederick,457,16803,11,1832
1053,1/23/2021 15:00:00,Garrett,7,2485,0,56
1054,1/23/2021 15:00:00,Harford,308,16525,45,2205
1055,1/23/2021 15:00:00,Howard,434,20493,65,3365
1056,1/23/2021 15:00:00,Kent,10,1310,0,137
1057,1/23/2021 15:00:00,Montgomery,1866,50249,348,5787
1058,1/23/2021 15:00:00,Prince George's,783,20246,62,2702
1059,1/23/2021 15:00:00,Queen Anne's,14,3825,11,345
1060,1/23/2021 15:00:00,Somerset,158,1560,3,255
1061,1/23/2021 15:00:00,St. Mary's,507,8112,4,451
1062,1/23/2021 15:00:00,Talbot,27,3907,46,290
1063,1/23/2021 15:00:00,Unknown,374,24271,80,2944
1064,1/23/2021 15:00:00,Washington,69,8427,3,1544
1065,1/23/2021 15:00:00,Wicomico,230,8098,97,1289
1066,1/23/2021 15:00:00,Worcester,235,4900,5,640
1067,1/24/2021 15:00:00,Allegany,32,4807,2,289
1068,1/24/2021 15:00:00,Anne Arundel,522,31961,53,3868
1069,1/24/2021 15:00:00,Baltimore,288,58842,515,8765
1070,1/24/2021 15:00:00,Baltimore City,268,32300,151,6317
1071,1/24/2021 15:00:00,Calvert,4,6775,6,416
1072,1/24/2021 15:00:00,Caroline,1,2582,1,196
1073,1/24/2021 15:00:00,Carroll,69,11337,41,1275
1074,1/24/2021 15:00:00,Cecil,3,5314,3,300
1075,1/24/2021 15:00:00,Charles,39,6657,8,483
1076,1/24/2021 15:00:00,Dorchester,0,2521,2,274
1077,1/24/2021 15:00:00,Frederick,79,16882,112,1944
1078,1/24/2021 15:00:00,Garrett,1,2486,0,56
1079,1/24/2021 15:00:00,Harford,322,16847,48,2253
1080,1/24/2021 15:00:00,Howard,65,20558,43,3408
1081,1/24/2021 15:00:00,Kent,187,1497,56,193
1082,1/24/2021 15:00:00,Montgomery,702,50951,144,5931
1083,1/24/2021 15:00:00,Prince George's,297,20543,185,2887
1084,1/24/2021 15:00:00,Queen Anne's,9,3834,17,362
1085,1/24/2021 15:00:00,Somerset,3,1563,2,257
1086,1/24/2021 15:00:00,St. Mary's,0,8112,1,452
1087,1/24/2021 15:00:00,Talbot,1,3908,3,293
1088,1/24/2021 15:00:00,Unknown,185,24456,71,3015
1089,1/24/2021 15:00:00,Washington,140,8567,60,1604
1090,1/24/2021 15:00:00,Wicomico,17,8115,28,1317
1091,1/24/2021 15:00:00,Worcester,1,4901,4,644
1092,1/25/2021 15:00:00,Allegany,333,5140,198,487
1093,1/25/2021 15:00:00,Anne Arundel,1529,33490,943,4811
1094,1/25/2021 15:00:00,Baltimore,3131,61973,1638,10403
1095,1/25/2021 15:00:00,Baltimore City,1431,33731,782,7099
1096,1/25/2021 15:00:00,Calvert,58,6833,79,495
1097,1/25/2021 15:00:00,Caroline,49,2631,29,225
1098,1/25/2021 15:00:00,Carroll,258,11595,282,1557
1099,1/25/2021 15:00:00,Cecil,293,5607,95,395
1100,1/25/2021 15:00:00,Charles,155,6812,44,527
1101,1/25/2021 15:00:00,Dorchester,81,2602,36,310
1102,1/25/2021 15:00:00,Frederick,575,17457,324,2268
1103,1/25/2021 15:00:00,Garrett,123,2609,90,146
1104,1/25/2021 15:00:00,Harford,937,17784,387,2640
1105,1/25/2021 15:00:00,Howard,1123,21681,420,3828
1106,1/25/2021 15:00:00,Kent,215,1712,5,198
1107,1/25/2021 15:00:00,Montgomery,2565,53516,919,6850
1108,1/25/2021 15:00:00,Prince George's,1170,21713,383,3270
1109,1/25/2021 15:00:00,Queen Anne's,71,3905,37,399
1110,1/25/2021 15:00:00,Somerset,22,1585,16,273
1111,1/25/2021 15:00:00,St. Mary's,40,8152,57,509
1112,1/25/2021 15:00:00,Talbot,134,4042,50,343
1113,1/25/2021 15:00:00,Unknown,643,25099,607,3622
1114,1/25/2021 15:00:00,Washington,596,9163,327,1931
1115,1/25/2021 15:00:00,Wicomico,407,8522,274,1591
1116,1/25/2021 15:00:00,Worcester,197,5098,53,697
1117,1/26/2021 15:00:00,Allegany,69,5209,94,581
1118,1/26/2021 15:00:00,Anne Arundel,1532,35022,864,5675
1119,1/26/2021 15:00:00,Baltimore,2472,64445,1727,12130
1120,1/26/2021 15:00:00,Baltimore City,1554,35285,802,7901
1121,1/26/2021 15:00:00,Calvert,61,6894,94,589
1122,1/26/2021 15:00:00,Caroline,116,2747,92,317
1123,1/26/2021 15:00:00,Carroll,258,11853,365,1922
1124,1/26/2021 15:00:00,Cecil,671,6278,260,655
1125,1/26/2021 15:00:00,Charles,184,6996,54,581
1126,1/26/2021 15:00:00,Dorchester,109,2711,139,449
1127,1/26/2021 15:00:00,Frederick,587,18044,345,2613
1128,1/26/2021 15:00:00,Garrett,48,2657,5,151
1129,1/26/2021 15:00:00,Harford,849,18633,448,3088
1130,1/26/2021 15:00:00,Howard,696,22377,391,4219
1131,1/26/2021 15:00:00,Kent,116,1828,58,256
1132,1/26/2021 15:00:00,Montgomery,3436,56952,557,7407
1133,1/26/2021 15:00:00,Prince George's,1861,23574,214,3484
1134,1/26/2021 15:00:00,Queen Anne's,167,4072,112,511
1135,1/26/2021 15:00:00,Somerset,17,1602,24,297
1136,1/26/2021 15:00:00,St. Mary's,504,8656,402,911
1137,1/26/2021 15:00:00,Talbot,147,4189,59,402
1138,1/26/2021 15:00:00,Unknown,595,25694,479,4101
1139,1/26/2021 15:00:00,Washington,515,9678,193,2124
1140,1/26/2021 15:00:00,Wicomico,239,8761,303,1894
1141,1/26/2021 15:00:00,Worcester,441,5539,136,833
1142,1/27/2021 15:00:00,Allegany,416,5625,256,837
1143,1/27/2021 15:00:00,Anne Arundel,1852,36874,932,6607
1144,1/27/2021 15:00:00,Baltimore,4000,68445,1808,13938
1145,1/27/2021 15:00:00,Baltimore City,1820,37105,1022,8923
1146,1/27/2021 15:00:00,Calvert,121,7015,401,990
1147,1/27/2021 15:00:00,Caroline,109,2856,194,511
1148,1/27/2021 15:00:00,Carroll,1050,12903,453,2375
1149,1/27/2021 15:00:00,Cecil,360,6638,97,752
1150,1/27/2021 15:00:00,Charles,1306,8302,150,731
1151,1/27/2021 15:00:00,Dorchester,46,2757,52,501
1152,1/27/2021 15:00:00,Frederick,1505,19549,537,3150
1153,1/27/2021 15:00:00,Garrett,94,2751,249,400
1154,1/27/2021 15:00:00,Harford,1370,20003,720,3808
1155,1/27/2021 15:00:00,Howard,1446,23823,550,4769
1156,1/27/2021 15:00:00,Kent,280,2108,5,261
1157,1/27/2021 15:00:00,Montgomery,3413,60365,1710,9117
1158,1/27/2021 15:00:00,Prince George's,2182,25756,458,3942
1159,1/27/2021 15:00:00,Queen Anne's,188,4260,83,594
1160,1/27/2021 15:00:00,Somerset,176,1778,39,336
1161,1/27/2021 15:00:00,St. Mary's,514,9170,383,1294
1162,1/27/2021 15:00:00,Talbot,105,4294,84,486
1163,1/27/2021 15:00:00,Unknown,517,26211,838,4939
1164,1/27/2021 15:00:00,Washington,524,10202,457,2581
1165,1/27/2021 15:00:00,Wicomico,249,9010,300,2194
1166,1/27/2021 15:00:00,Worcester,289,5828,91,924
1167,1/28/2021 15:00:00,Allegany,826,6451,5,842
1168,1/28/2021 15:00:00,Anne Arundel,1730,38604,741,7348
1169,1/28/2021 15:00:00,Baltimore,2586,71031,1386,15324
1170,1/28/2021 15:00:00,Baltimore City,1717,38822,737,9660
1171,1/28/2021 15:00:00,Calvert,503,7518,341,1331
1172,1/28/2021 15:00:00,Caroline,275,3131,103,614
1173,1/28/2021 15:00:00,Carroll,785,13688,255,2630
1174,1/28/2021 15:00:00,Cecil,606,7244,143,895
1175,1/28/2021 15:00:00,Charles,224,8526,128,859
1176,1/28/2021 15:00:00,Dorchester,57,2814,71,572
1177,1/28/2021 15:00:00,Frederick,862,20411,419,3569
1178,1/28/2021 15:00:00,Garrett,83,2834,47,447
1179,1/28/2021 15:00:00,Harford,1084,21087,365,4173
1180,1/28/2021 15:00:00,Howard,1691,25514,650,5419
1181,1/28/2021 15:00:00,Kent,93,2201,119,380
1182,1/28/2021 15:00:00,Montgomery,3808,64173,1378,10495
1183,1/28/2021 15:00:00,Prince George's,2137,27893,336,4278
1184,1/28/2021 15:00:00,Queen Anne's,176,4436,87,681
1185,1/28/2021 15:00:00,Somerset,15,1793,17,353
1186,1/28/2021 15:00:00,St. Mary's,1089,10259,276,1570
1187,1/28/2021 15:00:00,Talbot,88,4382,64,550
1188,1/28/2021 15:00:00,Unknown,594,26805,548,5487
1189,1/28/2021 15:00:00,Washington,557,10759,392,2973
1190,1/28/2021 15:00:00,Wicomico,233,9243,156,2350
1191,1/28/2021 15:00:00,Worcester,294,6122,54,978
1192,1/29/2021 15:00:00,Allegany,862,7313,29,871
1193,1/29/2021 15:00:00,Anne Arundel,1696,40300,916,8264
1194,1/29/2021 15:00:00,Baltimore,2339,73370,1330,16654
1195,1/29/2021 15:00:00,Baltimore City,1976,40798,851,10511
1196,1/29/2021 15:00:00,Calvert,867,8385,146,1477
1197,1/29/2021 15:00:00,Caroline,192,3323,125,739
1198,1/29/2021 15:00:00,Carroll,498,14186,151,2781
1199,1/29/2021 15:00:00,Cecil,470,7714,51,946
1200,1/29/2021 15:00:00,Charles,148,8674,99,958
1201,1/29/2021 15:00:00,Dorchester,122,2936,50,622
1202,1/29/2021 15:00:00,Frederick,1396,21807,95,3664
1203,1/29/2021 15:00:00,Garrett,399,3233,48,495
1204,1/29/2021 15:00:00,Harford,1281,22368,283,4456
1205,1/29/2021 15:00:00,Howard,1947,27461,428,5847
1206,1/29/2021 15:00:00,Kent,167,2368,10,390
1207,1/29/2021 15:00:00,Montgomery,4379,68552,783,11278
1208,1/29/2021 15:00:00,Prince George's,1748,29641,242,4520
1209,1/29/2021 15:00:00,Queen Anne's,120,4556,51,732
1210,1/29/2021 15:00:00,Somerset,202,1995,13,366
1211,1/29/2021 15:00:00,St. Mary's,460,10719,376,1946
1212,1/29/2021 15:00:00,Talbot,363,4745,50,600
1213,1/29/2021 15:00:00,Unknown,650,27455,361,5848
1214,1/29/2021 15:00:00,Washington,497,11256,8,2981
1215,1/29/2021 15:00:00,Wicomico,424,9667,154,2504
1216,1/29/2021 15:00:00,Worcester,413,6535,33,1011
1217,1/30/2021 15:00:00,Allegany,5,7318,0,871
1218,1/30/2021 15:00:00,Anne Arundel,1095,41395,108,8372
1219,1/30/2021 15:00:00,Baltimore,3314,76684,416,17070
1220,1/30/2021 15:00:00,Baltimore City,1014,41812,361,10872
1221,1/30/2021 15:00:00,Calvert,484,8869,19,1496
1222,1/30/2021 15:00:00,Caroline,5,3328,6,745
1223,1/30/2021 15:00:00,Carroll,444,14630,67,2848
1224,1/30/2021 15:00:00,Cecil,357,8071,31,977
1225,1/30/2021 15:00:00,Charles,85,8759,15,973
1226,1/30/2021 15:00:00,Dorchester,9,2945,4,626
1227,1/30/2021 15:00:00,Frederick,1079,22886,191,3855
1228,1/30/2021 15:00:00,Garrett,10,3243,0,495
1229,1/30/2021 15:00:00,Harford,586,22954,95,4551
1230,1/30/2021 15:00:00,Howard,2970,30431,177,6024
1231,1/30/2021 15:00:00,Kent,16,2384,0,390
1232,1/30/2021 15:00:00,Montgomery,2706,71258,228,11506
1233,1/30/2021 15:00:00,Prince George's,1303,30944,53,4573
1234,1/30/2021 15:00:00,Queen Anne's,22,4578,3,735
1235,1/30/2021 15:00:00,Somerset,20,2015,51,417
1236,1/30/2021 15:00:00,St. Mary's,730,11449,182,2128
1237,1/30/2021 15:00:00,Talbot,9,4754,5,605
1238,1/30/2021 15:00:00,Unknown,366,27821,107,5955
1239,1/30/2021 15:00:00,Washington,43,11299,29,3010
1240,1/30/2021 15:00:00,Wicomico,444,10111,75,2579
1241,1/30/2021 15:00:00,Worcester,182,6717,20,1031
1242,1/31/2021 15:00:00,Allegany,1,7319,1,872
1243,1/31/2021 15:00:00,Anne Arundel,407,41802,296,8668
1244,1/31/2021 15:00:00,Baltimore,564,77248,213,17283
1245,1/31/2021 15:00:00,Baltimore City,354,42166,212,11084
1246,1/31/2021 15:00:00,Calvert,20,8889,5,1501
1247,1/31/2021 15:00:00,Caroline,1,3329,1,746
1248,1/31/2021 15:00:00,Carroll,23,14653,13,2861
1249,1/31/2021 15:00:00,Cecil,14,8085,1,978
1250,1/31/2021 15:00:00,Charles,39,8798,2,975
1251,1/31/2021 15:00:00,Dorchester,5,2950,0,626
1252,1/31/2021 15:00:00,Frederick,27,22913,3,3858
1253,1/31/2021 15:00:00,Garrett,20,3263,1,496
1254,1/31/2021 15:00:00,Harford,128,23082,18,4569
1255,1/31/2021 15:00:00,Howard,126,30557,41,6065
1256,1/31/2021 15:00:00,Kent,2,2386,0,390
1257,1/31/2021 15:00:00,Montgomery,1051,72309,133,11639
1258,1/31/2021 15:00:00,Prince George's,654,31598,167,4740
1259,1/31/2021 15:00:00,Queen Anne's,4,4582,3,738
1260,1/31/2021 15:00:00,St. Mary's,3,11452,0,2128
1261,1/31/2021 15:00:00,Talbot,40,4794,0,605
1262,1/31/2021 15:00:00,Unknown,145,27966,32,5987
1263,1/31/2021 15:00:00,Washington,2,11301,1,3011
1264,1/31/2021 15:00:00,Wicomico,6,10117,38,2617
1265,1/31/2021 15:00:00,Worcester,3,6720,0,1031
1266,2/1/2021 15:00:00,Allegany,27,7346,105,977
1267,2/1/2021 15:00:00,Anne Arundel,697,42499,290,8958
1268,2/1/2021 15:00:00,Baltimore,1303,78551,924,18207
1269,2/1/2021 15:00:00,Baltimore City,266,42432,491,11575
1270,2/1/2021 15:00:00,Calvert,39,8928,17,1518
1271,2/1/2021 15:00:00,Caroline,12,3341,13,759
1272,2/1/2021 15:00:00,Carroll,264,14917,270,3131
1273,2/1/2021 15:00:00,Cecil,22,8107,4,982
1274,2/1/2021 15:00:00,Charles,43,8841,62,1037
1275,2/1/2021 15:00:00,Dorchester,86,3036,12,638
1276,2/1/2021 15:00:00,Frederick,92,23005,66,3924
1277,2/1/2021 15:00:00,Garrett,31,3294,48,544
1278,2/1/2021 15:00:00,Harford,136,23218,225,4794
1279,2/1/2021 15:00:00,Howard,150,30707,196,6261
1280,2/1/2021 15:00:00,Kent,2,2388,7,397
1281,2/1/2021 15:00:00,Montgomery,1039,73348,389,12028
1282,2/1/2021 15:00:00,Prince George's,489,32087,322,5062
1283,2/1/2021 15:00:00,Queen Anne's,23,4605,168,906
1284,2/1/2021 15:00:00,Somerset,28,2043,1,418
1285,2/1/2021 15:00:00,St. Mary's,17,11469,115,2243
1286,2/1/2021 15:00:00,Talbot,35,4829,33,638
1287,2/1/2021 15:00:00,Unknown,258,28224,190,6177
1288,2/1/2021 15:00:00,Washington,409,11710,10,3021
1289,2/1/2021 15:00:00,Wicomico,611,10728,17,2634
1290,2/1/2021 15:00:00,Worcester,199,6919,9,1040
1291,2/2/2021 15:00:00,Allegany,393,7739,300,1277
1292,2/2/2021 15:00:00,Anne Arundel,1237,43736,1445,10403
1293,2/2/2021 15:00:00,Baltimore,1098,79649,2417,20624
1294,2/2/2021 15:00:00,Baltimore City,747,43179,1386,12961
1295,2/2/2021 15:00:00,Calvert,61,8989,125,1643
1296,2/2/2021 15:00:00,Caroline,142,3483,81,840
1297,2/2/2021 15:00:00,Carroll,193,15110,238,3369
1298,2/2/2021 15:00:00,Cecil,32,8139,130,1112
1299,2/2/2021 15:00:00,Charles,114,8955,118,1155
1300,2/2/2021 15:00:00,Dorchester,113,3149,129,767
1301,2/2/2021 15:00:00,Frederick,655,23660,661,4585
1302,2/2/2021 15:00:00,Garrett,43,3337,40,584
1303,2/2/2021 15:00:00,Harford,295,23513,569,5363
1304,2/2/2021 15:00:00,Howard,460,31167,584,6845
1305,2/2/2021 15:00:00,Kent,8,2396,35,432
1306,2/2/2021 15:00:00,Montgomery,3030,76378,1940,13968
1307,2/2/2021 15:00:00,Prince George's,1257,33344,923,5985
1308,2/2/2021 15:00:00,Queen Anne's,52,4657,143,1049
1309,2/2/2021 15:00:00,Somerset,13,2056,17,435
1310,2/2/2021 15:00:00,St. Mary's,56,11525,264,2507
1311,2/2/2021 15:00:00,Talbot,111,4940,74,712
1312,2/2/2021 15:00:00,Unknown,317,28541,704,6881
1313,2/2/2021 15:00:00,Washington,710,12420,43,3064
1314,2/2/2021 15:00:00,Wicomico,281,11009,275,2909
1315,2/2/2021 15:00:00,Worcester,231,7150,348,1388
1316,2/3/2021 15:00:00,Allegany,49,7788,192,1469
1317,2/3/2021 15:00:00,Anne Arundel,1446,45182,2074,12477
1318,2/3/2021 15:00:00,Baltimore,1710,81359,3814,24438
1319,2/3/2021 15:00:00,Baltimore City,1454,44633,1616,14577
1320,2/3/2021 15:00:00,Calvert,454,9443,164,1807
1321,2/3/2021 15:00:00,Caroline,106,3589,115,955
1322,2/3/2021 15:00:00,Carroll,462,15572,1120,4489
1323,2/3/2021 15:00:00,Cecil,98,8237,162,1274
1324,2/3/2021 15:00:00,Charles,156,9111,156,1311
1325,2/3/2021 15:00:00,Dorchester,60,3209,40,807
1326,2/3/2021 15:00:00,Frederick,1821,25481,467,5052
1327,2/3/2021 15:00:00,Garrett,87,3424,182,766
1328,2/3/2021 15:00:00,Harford,652,24165,1016,6379
1329,2/3/2021 15:00:00,Howard,993,32160,1695,8540
1330,2/3/2021 15:00:00,Kent,184,2580,23,455
1331,2/3/2021 15:00:00,Montgomery,3095,79473,1504,15472
1332,2/3/2021 15:00:00,Prince George's,1863,35207,756,6741
1333,2/3/2021 15:00:00,Queen Anne's,219,4876,263,1312
1334,2/3/2021 15:00:00,Somerset,127,2183,78,513
1335,2/3/2021 15:00:00,St. Mary's,517,12042,622,3129
1336,2/3/2021 15:00:00,Talbot,98,5038,208,920
1337,2/3/2021 15:00:00,Unknown,572,29113,834,7715
1338,2/3/2021 15:00:00,Washington,418,12838,253,3317
1339,2/3/2021 15:00:00,Wicomico,501,11510,171,3080
1340,2/3/2021 15:00:00,Worcester,251,7401,79,1467
1341,2/4/2021 15:00:00,Allegany,129,7917,284,1753
1342,2/4/2021 15:00:00,Anne Arundel,1519,46701,1890,14367
1343,2/4/2021 15:00:00,Baltimore,2855,84214,2454,26892
1344,2/4/2021 15:00:00,Baltimore City,1374,46007,1598,16175
1345,2/4/2021 15:00:00,Calvert,902,10345,156,1963
1346,2/4/2021 15:00:00,Caroline,179,3768,133,1088
1347,2/4/2021 15:00:00,Carroll,795,16367,379,4868
1348,2/4/2021 15:00:00,Cecil,68,8305,347,1621
1349,2/4/2021 15:00:00,Charles,988,10099,104,1415
1350,2/4/2021 15:00:00,Dorchester,127,3336,103,910
1351,2/4/2021 15:00:00,Frederick,1076,26557,590,5642
1352,2/4/2021 15:00:00,Garrett,33,3457,37,803
1353,2/4/2021 15:00:00,Harford,660,24825,863,7242
1354,2/4/2021 15:00:00,Howard,1347,33507,1008,9548
1355,2/4/2021 15:00:00,Kent,87,2667,142,597
1356,2/4/2021 15:00:00,Montgomery,3831,83304,2093,17565
1357,2/4/2021 15:00:00,Prince George's,1838,37045,657,7398
1358,2/4/2021 15:00:00,Queen Anne's,144,5020,190,1502
1359,2/4/2021 15:00:00,Somerset,23,2206,15,528
1360,2/4/2021 15:00:00,St. Mary's,567,12609,536,3665
1361,2/4/2021 15:00:00,Talbot,142,5180,107,1027
1362,2/4/2021 15:00:00,Unknown,640,29753,734,8449
1363,2/4/2021 15:00:00,Washington,1217,14055,140,3457
1364,2/4/2021 15:00:00,Wicomico,602,12112,351,3431
1365,2/4/2021 15:00:00,Worcester,263,7664,107,1574
1366,2/5/2021 15:00:00,Allegany,197,8114,100,1853
1367,2/5/2021 15:00:00,Anne Arundel,1411,48112,1486,15853
1368,2/5/2021 15:00:00,Baltimore,3459,87673,2375,29267
1369,2/5/2021 15:00:00,Baltimore City,1423,47430,1159,17334
1370,2/5/2021 15:00:00,Calvert,406,10751,542,2505
1371,2/5/2021 15:00:00,Caroline,65,3833,200,1288
1372,2/5/2021 15:00:00,Carroll,303,16670,1040,5908
1373,2/5/2021 15:00:00,Cecil,335,8640,83,1704
1374,2/5/2021 15:00:00,Charles,138,10237,201,1616
1375,2/5/2021 15:00:00,Dorchester,55,3391,138,1048
1376,2/5/2021 15:00:00,Frederick,612,27169,443,6085
1377,2/5/2021 15:00:00,Garrett,105,3562,346,1149
1378,2/5/2021 15:00:00,Harford,613,25438,748,7990
1379,2/5/2021 15:00:00,Howard,1441,34948,926,10474
1380,2/5/2021 15:00:00,Kent,243,2910,31,628
1381,2/5/2021 15:00:00,Montgomery,4126,87430,2571,20136
1382,2/5/2021 15:00:00,Prince George's,1609,38654,1380,8778
1383,2/5/2021 15:00:00,Queen Anne's,359,5379,309,1811
1384,2/5/2021 15:00:00,Somerset,112,2318,69,597
1385,2/5/2021 15:00:00,St. Mary's,490,13099,566,4231
1386,2/5/2021 15:00:00,Talbot,364,5544,330,1357
1387,2/5/2021 15:00:00,Unknown,554,30307,663,9112
1388,2/5/2021 15:00:00,Washington,952,15007,444,3901
1389,2/5/2021 15:00:00,Wicomico,256,12368,368,3799
1390,2/5/2021 15:00:00,Worcester,151,7815,139,1713
1391,2/6/2021 15:00:00,Allegany,6,8120,2,1855
1392,2/6/2021 15:00:00,Anne Arundel,779,48891,946,16799
1393,2/6/2021 15:00:00,Baltimore,3206,90879,612,29879
1394,2/6/2021 15:00:00,Baltimore City,961,48391,402,17736
1395,2/6/2021 15:00:00,Calvert,70,10821,415,2920
1396,2/6/2021 15:00:00,Caroline,8,3841,2,1290
1397,2/6/2021 15:00:00,Carroll,171,16841,54,5962
1398,2/6/2021 15:00:00,Cecil,305,8945,50,1754
1399,2/6/2021 15:00:00,Charles,149,10386,792,2408
1400,2/6/2021 15:00:00,Dorchester,4,3395,4,1052
1401,2/6/2021 15:00:00,Frederick,169,27338,164,6249
1402,2/6/2021 15:00:00,Garrett,13,3575,1,1150
1403,2/6/2021 15:00:00,Harford,541,25979,90,8080
