OBJECTID,VACCINATION_DATE,Gender,FirstDoseDaily,FirstDoseCumulative,SecondDoseDaily,SecondDoseCumulative,SingleDoseDaily,SingleDoseCumulative
961,5/22/2021 15:00:00,Male,7963,1381630,9661.000000000000000,1125927,822.000000000000000,114512
962,5/23/2021 15:00:00,Male,4513,1386143,5808.000000000000000,1131735,614.000000000000000,115126
963,5/24/2021 15:00:00,Male,6477,1392620,8481.000000000000000,1140216,921.000000000000000,116047
964,5/25/2021 15:00:00,Male,6388,1399008,9264.000000000000000,1149480,807.000000000000000,116854
965,5/26/2021 15:00:00,Male,8967,1407975,9713.000000000000000,1159193,969.000000000000000,117823
966,5/27/2021 15:00:00,Male,5347,1413322,8903.000000000000000,1168096,698.000000000000000,118521
967,5/28/2021 15:00:00,Male,5787,1419109,9663.000000000000000,1177759,860.000000000000000,119381
968,5/29/2021 15:00:00,Male,4821,1423930,5794.000000000000000,1183553,607.000000000000000,119988
969,5/30/2021 15:00:00,Male,2522,1426452,3359.000000000000000,1186912,417.000000000000000,120405
970,5/31/2021 15:00:00,Male,780,1427232,1684.000000000000000,1188596,195.000000000000000,120600
971,6/1/2021 15:00:00,Male,4628,1431860,7986.000000000000000,1196582,741.000000000000000,121341
972,6/2/2021 15:00:00,Male,4841,1436701,8274.000000000000000,1204856,603.000000000000000,121944
973,6/3/2021 15:00:00,Male,3829,1440530,10261.000000000000000,1215117,693.000000000000000,122637
974,6/4/2021 15:00:00,Male,3774,1444304,10906.000000000000000,1226023,684.000000000000000,123321
975,6/5/2021 15:00:00,Male,3454,1447758,9544.000000000000000,1235567,471.000000000000000,123792
976,6/6/2021 15:00:00,Male,1718,1449476,3587.000000000000000,1239154,277.000000000000000,124069
977,6/7/2021 15:00:00,Male,3313,1452789,7801.000000000000000,1246955,439.000000000000000,124508
978,6/8/2021 15:00:00,Male,3130,1455919,9640.000000000000000,1256595,511.000000000000000,125019
979,6/9/2021 15:00:00,Male,3924,1459843,11578.000000000000000,1268173,604.000000000000000,125623
980,7/15/2021 15:00:00,Unknown,39,17928,25.000000000000000,15672,2.000000000000000,1358
981,7/16/2021 15:00:00,Unknown,53,17981,46.000000000000000,15718,2.000000000000000,1360
982,7/17/2021 15:00:00,Unknown,20,18001,13.000000000000000,15731,1.000000000000000,1361
983,7/18/2021 15:00:00,Unknown,38,18039,23.000000000000000,15754,,1361
984,7/19/2021 15:00:00,Unknown,30,18069,16.000000000000000,15770,4.000000000000000,1365
985,7/20/2021 15:00:00,Unknown,40,18109,17.000000000000000,15787,7.000000000000000,1372
986,7/21/2021 15:00:00,Unknown,29,18138,42.000000000000000,15829,3.000000000000000,1375
987,7/22/2021 15:00:00,Unknown,28,18166,20.000000000000000,15849,,1375
988,7/23/2021 15:00:00,Unknown,56,18222,29.000000000000000,15878,3.000000000000000,1378
989,7/24/2021 15:00:00,Unknown,47,18269,12.000000000000000,15890,6.000000000000000,1384
990,7/25/2021 15:00:00,Unknown,71,18340,22.000000000000000,15912,,1384
991,7/26/2021 15:00:00,Unknown,21,18361,7.000000000000000,15919,7.000000000000000,1391
992,7/27/2021 15:00:00,Unknown,67,18428,9.000000000000000,15928,9.000000000000000,1400
993,7/28/2021 15:00:00,Unknown,39,18467,12.000000000000000,15940,2.000000000000000,1402
994,7/29/2021 15:00:00,Unknown,41,18508,28.000000000000000,15968,3.000000000000000,1405
995,7/30/2021 15:00:00,Unknown,74,18582,27.000000000000000,15995,7.000000000000000,1412
996,7/31/2021 15:00:00,Unknown,76,18658,15.000000000000000,16010,5.000000000000000,1417
997,8/1/2021 15:00:00,Unknown,112,18770,19.000000000000000,16029,,1417
998,8/2/2021 15:00:00,Unknown,31,18801,8.000000000000000,16037,,1417
999,8/3/2021 15:00:00,Unknown,52,18853,16.000000000000000,16053,9.000000000000000,1426
1000,8/4/2021 15:00:00,Unknown,29,18882,22.000000000000000,16075,2.000000000000000,1428
1001,8/5/2021 15:00:00,Unknown,82,18964,24.000000000000000,16099,4.000000000000000,1432
1002,8/6/2021 15:00:00,Unknown,97,19061,35.000000000000000,16134,2.000000000000000,1434
1003,8/7/2021 15:00:00,Unknown,46,19107,13.000000000000000,16147,1.000000000000000,1435
1004,8/8/2021 15:00:00,Unknown,88,19195,20.000000000000000,16167,,1435
1005,8/9/2021 15:00:00,Unknown,41,19236,13.000000000000000,16180,2.000000000000000,1437
1006,8/10/2021 15:00:00,Unknown,89,19325,15.000000000000000,16195,2.000000000000000,1439
1007,8/11/2021 15:00:00,Unknown,43,19368,16.000000000000000,16211,6.000000000000000,1445
1008,8/12/2021 15:00:00,Unknown,37,19405,19.000000000000000,16230,3.000000000000000,1448
1009,8/13/2021 15:00:00,Unknown,66,19471,37.000000000000000,16267,3.000000000000000,1451
1010,8/14/2021 15:00:00,Unknown,54,19525,27.000000000000000,16294,2.000000000000000,1453
1011,8/15/2021 15:00:00,Unknown,85,19610,13.000000000000000,16307,,1453
1012,8/16/2021 15:00:00,Unknown,33,19643,12.000000000000000,16319,2.000000000000000,1455
1013,8/17/2021 15:00:00,Unknown,75,19718,29.000000000000000,16348,4.000000000000000,1459
1014,8/18/2021 15:00:00,Unknown,51,19769,14.000000000000000,16362,6.000000000000000,1465
1015,8/19/2021 15:00:00,Unknown,31,19800,20.000000000000000,16382,5.000000000000000,1470
1016,8/20/2021 15:00:00,Unknown,102,19902,47.000000000000000,16429,5.000000000000000,1475
1017,8/21/2021 15:00:00,Unknown,49,19951,33.000000000000000,16462,,1475
1018,8/22/2021 15:00:00,Unknown,84,20035,39.000000000000000,16501,1.000000000000000,1476
1019,8/23/2021 15:00:00,Unknown,26,20061,18.000000000000000,16519,2.000000000000000,1478
1020,8/24/2021 15:00:00,Unknown,48,20109,29.000000000000000,16548,1.000000000000000,1479
1021,8/25/2021 15:00:00,Unknown,27,20136,38.000000000000000,16586,4.000000000000000,1483
1022,8/26/2021 15:00:00,Unknown,51,20187,33.000000000000000,16619,2.000000000000000,1485
1023,8/27/2021 15:00:00,Unknown,78,20265,57.000000000000000,16676,4.000000000000000,1489
1024,8/28/2021 15:00:00,Unknown,64,20329,37.000000000000000,16713,4.000000000000000,1493
1025,8/29/2021 15:00:00,Unknown,71,20400,69.000000000000000,16782,,1493
1026,8/30/2021 15:00:00,Unknown,18,20418,24.000000000000000,16806,8.000000000000000,1501
1027,8/31/2021 15:00:00,Unknown,72,20490,49.000000000000000,16855,10.000000000000000,1511
1028,9/1/2021 15:00:00,Unknown,39,20529,16.000000000000000,16871,2.000000000000000,1513
1029,9/2/2021 15:00:00,Unknown,43,20572,36.000000000000000,16907,4.000000000000000,1517
1030,9/3/2021 15:00:00,Unknown,82,20654,48.000000000000000,16955,5.000000000000000,1522
1031,9/4/2021 15:00:00,Unknown,29,20683,49.000000000000000,17004,3.000000000000000,1525
1032,9/5/2021 15:00:00,Unknown,98,20781,47.000000000000000,17051,5.000000000000000,1530
1033,9/6/2021 15:00:00,Unknown,6,20787,8.000000000000000,17059,,1530
1034,9/7/2021 15:00:00,Unknown,41,20828,48.000000000000000,17107,9.000000000000000,1539
1035,9/8/2021 15:00:00,Unknown,27,20855,28.000000000000000,17135,9.000000000000000,1548
1036,9/9/2021 15:00:00,Unknown,27,20882,25.000000000000000,17160,5.000000000000000,1553
1037,9/10/2021 15:00:00,Unknown,63,20945,55.000000000000000,17215,4.000000000000000,1557
1038,9/11/2021 15:00:00,Unknown,23,20968,12.000000000000000,17227,4.000000000000000,1561
1039,9/12/2021 15:00:00,Unknown,46,21014,39.000000000000000,17266,6.000000000000000,1567
1040,9/13/2021 15:00:00,Unknown,13,21027,19.000000000000000,17285,10.000000000000000,1577
1041,9/14/2021 15:00:00,Unknown,50,21077,54.000000000000000,17339,6.000000000000000,1583
1042,9/15/2021 15:00:00,Unknown,51,21128,31.000000000000000,17370,6.000000000000000,1589
1043,9/16/2021 15:00:00,Unknown,21,21149,22.000000000000000,17392,6.000000000000000,1595
1044,9/17/2021 15:00:00,Unknown,70,21219,63.000000000000000,17455,4.000000000000000,1599
1045,9/18/2021 15:00:00,Unknown,38,21257,38.000000000000000,17493,2.000000000000000,1601
1046,9/19/2021 15:00:00,Unknown,28,21285,19.000000000000000,17512,2.000000000000000,1603
1047,9/20/2021 15:00:00,Unknown,20,21305,16.000000000000000,17528,12.000000000000000,1615
1048,9/21/2021 15:00:00,Unknown,42,21347,43.000000000000000,17571,12.000000000000000,1627
1049,9/22/2021 15:00:00,Unknown,26,21373,8.000000000000000,17579,2.000000000000000,1629
1050,6/10/2021 15:00:00,Male,3386,1463229,9272.000000000000000,1277445,545.000000000000000,126168
1051,6/11/2021 15:00:00,Male,3613,1466842,8336.000000000000000,1285781,692.000000000000000,126860
1052,6/12/2021 15:00:00,Male,2597,1469439,7326.000000000000000,1293107,391.000000000000000,127251
1053,6/13/2021 15:00:00,Male,977,1470416,3842.000000000000000,1296949,288.000000000000000,127539
1054,6/14/2021 15:00:00,Male,2707,1473123,5744.000000000000000,1302693,439.000000000000000,127978
1055,6/15/2021 15:00:00,Male,2601,1475724,7003.000000000000000,1309696,519.000000000000000,128497
1056,6/16/2021 15:00:00,Male,3153,1478877,8750.000000000000000,1318446,421.000000000000000,128918
1057,6/17/2021 15:00:00,Male,3046,1481923,5815.000000000000000,1324261,431.000000000000000,129349
1058,6/18/2021 15:00:00,Male,2970,1484893,5709.000000000000000,1329970,408.000000000000000,129757
1059,6/19/2021 15:00:00,Male,2127,1487020,4535.000000000000000,1334505,390.000000000000000,130147
1060,6/20/2021 15:00:00,Male,1168,1488188,2430.000000000000000,1336935,257.000000000000000,130404
1061,6/21/2021 15:00:00,Male,2591,1490779,2466.000000000000000,1339401,402.000000000000000,130806
1062,6/22/2021 15:00:00,Male,2479,1493258,4212.000000000000000,1343613,444.000000000000000,131250
1063,6/23/2021 15:00:00,Male,2782,1496040,5071.000000000000000,1348684,374.000000000000000,131624
1064,6/24/2021 15:00:00,Male,2511,1498551,3728.000000000000000,1352412,334.000000000000000,131958
1065,6/25/2021 15:00:00,Male,2603,1501154,4005.000000000000000,1356417,360.000000000000000,132318
1066,6/26/2021 15:00:00,Male,1793,1502947,3134.000000000000000,1359551,261.000000000000000,132579
1067,6/27/2021 15:00:00,Male,1328,1504275,1672.000000000000000,1361223,127.000000000000000,132706
1068,6/28/2021 15:00:00,Male,2106,1506381,2832.000000000000000,1364055,330.000000000000000,133036
1069,6/29/2021 15:00:00,Male,2359,1508740,3040.000000000000000,1367095,305.000000000000000,133341
1070,6/30/2021 15:00:00,Male,2593,1511333,3549.000000000000000,1370644,369.000000000000000,133710
1071,7/1/2021 15:00:00,Male,2277,1513610,3056.000000000000000,1373700,290.000000000000000,134000
1072,7/2/2021 15:00:00,Male,2267,1515877,3081.000000000000000,1376781,317.000000000000000,134317
1073,7/3/2021 15:00:00,Male,1532,1517409,1910.000000000000000,1378691,171.000000000000000,134488
1074,7/4/2021 15:00:00,Male,211,1517620,225.000000000000000,1378916,29.000000000000000,134517
1075,7/5/2021 15:00:00,Male,1761,1519381,1894.000000000000000,1380810,180.000000000000000,134697
1076,7/6/2021 15:00:00,Male,2015,1521396,2926.000000000000000,1383736,289.000000000000000,134986
1077,7/7/2021 15:00:00,Male,2018,1523414,3004.000000000000000,1386740,328.000000000000000,135314
1078,7/8/2021 15:00:00,Male,2101,1525515,2829.000000000000000,1389569,342.000000000000000,135656
1079,7/9/2021 15:00:00,Male,2387,1527902,2981.000000000000000,1392550,354.000000000000000,136010
1080,7/10/2021 15:00:00,Male,1613,1529515,2027.000000000000000,1394577,176.000000000000000,136186
1081,7/11/2021 15:00:00,Male,1277,1530792,1184.000000000000000,1395761,156.000000000000000,136342
1082,7/12/2021 15:00:00,Male,2033,1532825,2412.000000000000000,1398173,235.000000000000000,136577
1083,7/13/2021 15:00:00,Male,2251,1535076,2141.000000000000000,1400314,245.000000000000000,136822
1084,7/14/2021 15:00:00,Male,2059,1537135,2377.000000000000000,1402691,293.000000000000000,137115
1085,7/15/2021 15:00:00,Male,2247,1539382,2193.000000000000000,1404884,238.000000000000000,137353
1086,7/16/2021 15:00:00,Male,2336,1541718,2418.000000000000000,1407302,250.000000000000000,137603
1087,7/17/2021 15:00:00,Male,1656,1543374,1701.000000000000000,1409003,196.000000000000000,137799
1088,7/18/2021 15:00:00,Male,1089,1544463,1090.000000000000000,1410093,63.000000000000000,137862
1089,7/19/2021 15:00:00,Male,2453,1546916,2020.000000000000000,1412113,216.000000000000000,138078
1090,7/20/2021 15:00:00,Male,2516,1549432,2197.000000000000000,1414310,217.000000000000000,138295
1091,7/21/2021 15:00:00,Male,2658,1552090,2302.000000000000000,1416612,265.000000000000000,138560
1092,7/22/2021 15:00:00,Male,2876,1554966,2045.000000000000000,1418657,319.000000000000000,138879
1093,7/23/2021 15:00:00,Male,3216,1558182,2185.000000000000000,1420842,320.000000000000000,139199
1094,7/24/2021 15:00:00,Male,2157,1560339,1553.000000000000000,1422395,182.000000000000000,139381
1095,7/25/2021 15:00:00,Male,1642,1561981,547.000000000000000,1422942,95.000000000000000,139476
1096,7/26/2021 15:00:00,Male,2965,1564946,1785.000000000000000,1424727,259.000000000000000,139735
1097,7/27/2021 15:00:00,Male,3048,1567994,1829.000000000000000,1426556,301.000000000000000,140036
1098,7/28/2021 15:00:00,Male,3244,1571238,1803.000000000000000,1428359,312.000000000000000,140348
1099,7/29/2021 15:00:00,Male,3204,1574442,1894.000000000000000,1430253,248.000000000000000,140596
1100,7/30/2021 15:00:00,Male,3574,1578016,2025.000000000000000,1432278,322.000000000000000,140918
1101,7/31/2021 15:00:00,Male,2332,1580348,1464.000000000000000,1433742,174.000000000000000,141092
1102,8/1/2021 15:00:00,Male,1971,1582319,1038.000000000000000,1434780,99.000000000000000,141191
1103,8/2/2021 15:00:00,Male,3419,1585738,1688.000000000000000,1436468,210.000000000000000,141401
1104,8/3/2021 15:00:00,Male,3345,1589083,1828.000000000000000,1438296,321.000000000000000,141722
1105,8/4/2021 15:00:00,Male,3454,1592537,1766.000000000000000,1440062,350.000000000000000,142072
1106,8/5/2021 15:00:00,Male,3692,1596229,1885.000000000000000,1441947,353.000000000000000,142425
1107,8/6/2021 15:00:00,Male,3983,1600212,2099.000000000000000,1444046,281.000000000000000,142706
1108,8/7/2021 15:00:00,Male,2639,1602851,1387.000000000000000,1445433,179.000000000000000,142885
1109,8/8/2021 15:00:00,Male,1932,1604783,1014.000000000000000,1446447,91.000000000000000,142976
1110,8/9/2021 15:00:00,Male,3380,1608163,2074.000000000000000,1448521,212.000000000000000,143188
1111,8/10/2021 15:00:00,Male,3350,1611513,2174.000000000000000,1450695,197.000000000000000,143385
1112,8/11/2021 15:00:00,Male,3365,1614878,2036.000000000000000,1452731,270.000000000000000,143655
1113,8/12/2021 15:00:00,Male,3108,1617986,2089.000000000000000,1454820,243.000000000000000,143898
1114,8/13/2021 15:00:00,Male,3350,1621336,2474.000000000000000,1457294,225.000000000000000,144123
1115,8/14/2021 15:00:00,Male,2398,1623734,1635.000000000000000,1458929,182.000000000000000,144305
1116,8/15/2021 15:00:00,Male,1684,1625418,1362.000000000000000,1460291,98.000000000000000,144403
1117,8/16/2021 15:00:00,Male,2636,1628054,2398.000000000000000,1462689,224.000000000000000,144627
1118,8/17/2021 15:00:00,Male,3375,1631429,2489.000000000000000,1465178,233.000000000000000,144860
1119,8/18/2021 15:00:00,Male,3064,1634493,2499.000000000000000,1467677,290.000000000000000,145150
1120,8/19/2021 15:00:00,Male,2843,1637336,2472.000000000000000,1470149,252.000000000000000,145402
1121,8/20/2021 15:00:00,Male,3309,1640645,2976.000000000000000,1473125,230.000000000000000,145632
1122,9/23/2021 15:00:00,Unknown,21,21394,33.000000000000000,17612,4.000000000000000,1633
1123,9/24/2021 15:00:00,Unknown,70,21464,38.000000000000000,17650,,1633
1124,9/25/2021 15:00:00,Unknown,50,21514,18.000000000000000,17668,1.000000000000000,1634
1125,9/26/2021 15:00:00,Unknown,41,21555,30.000000000000000,17698,2.000000000000000,1636
1126,9/27/2021 15:00:00,Unknown,13,21568,9.000000000000000,17707,6.000000000000000,1642
1127,9/28/2021 15:00:00,Unknown,30,21598,45.000000000000000,17752,3.000000000000000,1645
1128,9/29/2021 15:00:00,Unknown,36,21634,21.000000000000000,17773,6.000000000000000,1651
1129,9/30/2021 15:00:00,Unknown,23,21657,33.000000000000000,17806,1.000000000000000,1652
1130,10/1/2021 15:00:00,Unknown,71,21728,45.000000000000000,17851,6.000000000000000,1658
1131,10/2/2021 15:00:00,Unknown,22,21750,8.000000000000000,17859,1.000000000000000,1659
1132,10/3/2021 15:00:00,Unknown,58,21808,55.000000000000000,17914,11.000000000000000,1670
1133,10/4/2021 15:00:00,Unknown,23,21831,9.000000000000000,17923,4.000000000000000,1674
1134,10/5/2021 15:00:00,Unknown,24,21855,29.000000000000000,17952,1.000000000000000,1675
1135,10/6/2021 15:00:00,Unknown,23,21878,23.000000000000000,17975,1.000000000000000,1676
1136,10/7/2021 15:00:00,Unknown,17,21895,11.000000000000000,17986,1.000000000000000,1677
1137,10/8/2021 15:00:00,Unknown,54,21949,41.000000000000000,18027,11.000000000000000,1688
1138,10/9/2021 15:00:00,Unknown,57,22006,23.000000000000000,18050,2.000000000000000,1690
1139,10/10/2021 15:00:00,Unknown,33,22039,41.000000000000000,18091,1.000000000000000,1691
1140,10/11/2021 15:00:00,Unknown,5,22044,9.000000000000000,18100,9.000000000000000,1700
1141,10/12/2021 15:00:00,Unknown,25,22069,19.000000000000000,18119,4.000000000000000,1704
1142,10/13/2021 15:00:00,Unknown,12,22081,16.000000000000000,18135,2.000000000000000,1706
1143,10/14/2021 15:00:00,Unknown,12,22093,18.000000000000000,18153,2.000000000000000,1708
1144,10/15/2021 15:00:00,Unknown,36,22129,32.000000000000000,18185,1.000000000000000,1709
1145,10/16/2021 15:00:00,Unknown,25,22154,18.000000000000000,18203,3.000000000000000,1712
1146,10/17/2021 15:00:00,Unknown,37,22191,20.000000000000000,18223,,1712
1147,10/18/2021 15:00:00,Unknown,12,22203,7.000000000000000,18230,17.000000000000000,1729
1148,10/19/2021 15:00:00,Unknown,17,22220,11.000000000000000,18241,4.000000000000000,1733
1149,10/20/2021 15:00:00,Unknown,23,22243,19.000000000000000,18260,4.000000000000000,1737
1150,10/21/2021 15:00:00,Unknown,11,22254,19.000000000000000,18279,,1737
1151,10/22/2021 15:00:00,Unknown,38,22292,33.000000000000000,18312,8.000000000000000,1745
1152,10/23/2021 15:00:00,Unknown,39,22331,17.000000000000000,18329,8.000000000000000,1753
1153,10/24/2021 15:00:00,Unknown,59,22390,20.000000000000000,18349,3.000000000000000,1756
1154,10/25/2021 15:00:00,Unknown,11,22401,15.000000000000000,18364,6.000000000000000,1762
1155,10/26/2021 15:00:00,Unknown,19,22420,13.000000000000000,18377,4.000000000000000,1766
1156,10/27/2021 15:00:00,Unknown,42,22462,14.000000000000000,18391,5.000000000000000,1771
1157,10/28/2021 15:00:00,Unknown,30,22492,14.000000000000000,18405,1.000000000000000,1772
1158,10/29/2021 15:00:00,Unknown,31,22523,23.000000000000000,18428,12.000000000000000,1784
1159,10/30/2021 15:00:00,Unknown,14,22537,11.000000000000000,18439,4.000000000000000,1788
1160,10/31/2021 15:00:00,Unknown,17,22554,12.000000000000000,18451,4.000000000000000,1792
1161,11/1/2021 15:00:00,Unknown,12,22566,5.000000000000000,18456,3.000000000000000,1795
1162,11/2/2021 15:00:00,Unknown,26,22592,13.000000000000000,18469,6.000000000000000,1801
1163,11/3/2021 15:00:00,Unknown,65,22657,15.000000000000000,18484,5.000000000000000,1806
1164,11/4/2021 15:00:00,Unknown,20,22677,4.000000000000000,18488,6.000000000000000,1812
1165,11/5/2021 15:00:00,Unknown,53,22730,33.000000000000000,18521,3.000000000000000,1815
1166,11/6/2021 15:00:00,Unknown,44,22774,21.000000000000000,18542,1.000000000000000,1816
1167,11/7/2021 15:00:00,Unknown,38,22812,13.000000000000000,18555,5.000000000000000,1821
1168,11/8/2021 15:00:00,Unknown,11,22823,2.000000000000000,18557,8.000000000000000,1829
1169,11/9/2021 15:00:00,Unknown,21,22844,5.000000000000000,18562,5.000000000000000,1834
1170,11/10/2021 15:00:00,Unknown,27,22871,8.000000000000000,18570,1.000000000000000,1835
1171,11/11/2021 15:00:00,Unknown,18,22889,7.000000000000000,18577,5.000000000000000,1840
1172,11/12/2021 15:00:00,Unknown,60,22949,29.000000000000000,18606,18.000000000000000,1858
1173,11/13/2021 15:00:00,Unknown,60,23009,24.000000000000000,18630,6.000000000000000,1864
1174,11/14/2021 15:00:00,Unknown,25,23034,11.000000000000000,18641,6.000000000000000,1870
1175,11/15/2021 15:00:00,Unknown,17,23051,2.000000000000000,18643,2.000000000000000,1872
1176,11/16/2021 15:00:00,Unknown,30,23081,5.000000000000000,18648,5.000000000000000,1877
1177,11/17/2021 15:00:00,Unknown,31,23112,17.000000000000000,18665,4.000000000000000,1881
1178,11/18/2021 15:00:00,Unknown,22,23134,12.000000000000000,18677,7.000000000000000,1888
1179,11/19/2021 15:00:00,Unknown,47,23181,13.000000000000000,18690,9.000000000000000,1897
1180,11/20/2021 15:00:00,Unknown,52,23233,20.000000000000000,18710,1.000000000000000,1898
1181,11/21/2021 15:00:00,Unknown,26,23259,4.000000000000000,18714,1.000000000000000,1899
1182,11/22/2021 15:00:00,Unknown,35,23294,7.000000000000000,18721,3.000000000000000,1902
1183,11/23/2021 15:00:00,Unknown,28,23322,7.000000000000000,18728,4.000000000000000,1906
1184,11/24/2021 15:00:00,Unknown,18,23340,4.000000000000000,18732,1.000000000000000,1907
1185,11/25/2021 15:00:00,Unknown,2,23342,,18732,,1907
1186,11/26/2021 15:00:00,Unknown,8,23350,1.000000000000000,18733,1.000000000000000,1908
1187,11/27/2021 15:00:00,Unknown,29,23379,6.000000000000000,18739,,1908
1188,11/28/2021 15:00:00,Unknown,57,23436,25.000000000000000,18764,,1908
1189,11/29/2021 15:00:00,Unknown,34,23470,6.000000000000000,18770,3.000000000000000,1911
1190,11/30/2021 15:00:00,Unknown,45,23515,13.000000000000000,18783,4.000000000000000,1915
1191,12/1/2021 15:00:00,Unknown,29,23544,21.000000000000000,18804,4.000000000000000,1919
1192,8/21/2021 15:00:00,Male,2031,1642676,1918.000000000000000,1475043,135.000000000000000,145767
1193,8/22/2021 15:00:00,Male,1505,1644181,1635.000000000000000,1476678,76.000000000000000,145843
1194,8/23/2021 15:00:00,Male,2935,1647116,2849.000000000000000,1479527,159.000000000000000,146002
1195,8/24/2021 15:00:00,Male,3030,1650146,2737.000000000000000,1482264,232.000000000000000,146234
1196,8/25/2021 15:00:00,Male,3205,1653351,2881.000000000000000,1485145,272.000000000000000,146506
1197,8/26/2021 15:00:00,Male,3266,1656617,3111.000000000000000,1488256,263.000000000000000,146769
1198,8/27/2021 15:00:00,Male,3022,1659639,3273.000000000000000,1491529,176.000000000000000,146945
1199,8/28/2021 15:00:00,Male,2327,1661966,2312.000000000000000,1493841,158.000000000000000,147103
1200,8/29/2021 15:00:00,Male,1690,1663656,1695.000000000000000,1495536,51.000000000000000,147154
1201,8/30/2021 15:00:00,Male,2774,1666430,3014.000000000000000,1498550,181.000000000000000,147335
1202,8/31/2021 15:00:00,Male,2537,1668967,2841.000000000000000,1501391,175.000000000000000,147510
1203,9/1/2021 15:00:00,Male,2542,1671509,2637.000000000000000,1504028,235.000000000000000,147745
1204,9/2/2021 15:00:00,Male,2327,1673836,2639.000000000000000,1506667,182.000000000000000,147927
1205,9/3/2021 15:00:00,Male,2645,1676481,3153.000000000000000,1509820,158.000000000000000,148085
1206,9/4/2021 15:00:00,Male,1710,1678191,1999.000000000000000,1511819,86.000000000000000,148171
1207,9/5/2021 15:00:00,Male,1399,1679590,1427.000000000000000,1513246,63.000000000000000,148234
1208,9/6/2021 15:00:00,Male,509,1680099,548.000000000000000,1513794,43.000000000000000,148277
1209,9/7/2021 15:00:00,Male,2391,1682490,3392.000000000000000,1517186,169.000000000000000,148446
1210,9/8/2021 15:00:00,Male,2142,1684632,2547.000000000000000,1519733,234.000000000000000,148680
1211,9/9/2021 15:00:00,Male,2314,1686946,2454.000000000000000,1522187,199.000000000000000,148879
1212,9/10/2021 15:00:00,Male,2550,1689496,2818.000000000000000,1525005,240.000000000000000,149119
1213,9/11/2021 15:00:00,Male,1853,1691349,1996.000000000000000,1527001,169.000000000000000,149288
1214,9/12/2021 15:00:00,Male,1325,1692674,1413.000000000000000,1528414,53.000000000000000,149341
1215,9/13/2021 15:00:00,Male,2159,1694833,2263.000000000000000,1530677,140.000000000000000,149481
1216,9/14/2021 15:00:00,Male,2155,1696988,2369.000000000000000,1533046,187.000000000000000,149668
1217,9/15/2021 15:00:00,Male,2249,1699237,2556.000000000000000,1535602,191.000000000000000,149859
1218,9/16/2021 15:00:00,Male,2029,1701266,2473.000000000000000,1538075,174.000000000000000,150033
1219,9/17/2021 15:00:00,Male,2152,1703418,2688.000000000000000,1540763,199.000000000000000,150232
1220,9/18/2021 15:00:00,Male,1692,1705110,2137.000000000000000,1542900,75.000000000000000,150307
1221,9/19/2021 15:00:00,Male,1186,1706296,1438.000000000000000,1544338,34.000000000000000,150341
1222,9/20/2021 15:00:00,Male,1686,1707982,2025.000000000000000,1546363,155.000000000000000,150496
1223,9/21/2021 15:00:00,Male,1813,1709795,2151.000000000000000,1548514,153.000000000000000,150649
1224,9/22/2021 15:00:00,Male,1856,1711651,2118.000000000000000,1550632,176.000000000000000,150825
1225,9/23/2021 15:00:00,Male,1868,1713519,1969.000000000000000,1552601,137.000000000000000,150962
1226,9/24/2021 15:00:00,Male,2110,1715629,2314.000000000000000,1554915,183.000000000000000,151145
1227,9/25/2021 15:00:00,Male,1512,1717141,1618.000000000000000,1556533,36.000000000000000,151181
1228,9/26/2021 15:00:00,Male,1020,1718161,1131.000000000000000,1557664,38.000000000000000,151219
1229,9/27/2021 15:00:00,Male,2103,1720264,1292.000000000000000,1558956,142.000000000000000,151361
1230,9/28/2021 15:00:00,Male,2029,1722293,2064.000000000000000,1561020,125.000000000000000,151486
1231,9/29/2021 15:00:00,Male,2043,1724336,1930.000000000000000,1562950,159.000000000000000,151645
1232,9/30/2021 15:00:00,Male,2084,1726420,1814.000000000000000,1564764,147.000000000000000,151792
1233,10/1/2021 15:00:00,Male,2326,1728746,2168.000000000000000,1566932,168.000000000000000,151960
1234,10/2/2021 15:00:00,Male,1340,1730086,1396.000000000000000,1568328,58.000000000000000,152018
1235,10/3/2021 15:00:00,Male,947,1731033,1133.000000000000000,1569461,52.000000000000000,152070
1236,10/4/2021 15:00:00,Male,1913,1732946,1546.000000000000000,1571007,142.000000000000000,152212
1237,10/5/2021 15:00:00,Male,1933,1734879,1686.000000000000000,1572693,127.000000000000000,152339
1238,10/6/2021 15:00:00,Male,1907,1736786,1603.000000000000000,1574296,160.000000000000000,152499
1239,10/7/2021 15:00:00,Male,1978,1738764,1580.000000000000000,1575876,141.000000000000000,152640
1240,10/8/2021 15:00:00,Male,2159,1740923,1850.000000000000000,1577726,142.000000000000000,152782
1241,10/9/2021 15:00:00,Male,1243,1742166,1280.000000000000000,1579006,78.000000000000000,152860
1242,10/10/2021 15:00:00,Male,864,1743030,898.000000000000000,1579904,29.000000000000000,152889
1243,10/11/2021 15:00:00,Male,2004,1745034,1438.000000000000000,1581342,147.000000000000000,153036
1244,10/12/2021 15:00:00,Male,1666,1746700,1594.000000000000000,1582936,164.000000000000000,153200
1245,10/13/2021 15:00:00,Male,1878,1748578,1605.000000000000000,1584541,206.000000000000000,153406
1246,10/14/2021 15:00:00,Male,1841,1750419,1584.000000000000000,1586125,164.000000000000000,153570
1247,10/15/2021 15:00:00,Male,1935,1752354,1802.000000000000000,1587927,197.000000000000000,153767
