OBJECTID,VACCINATION_DATE,AgeRange,FirstDailyDose,FirstDailyDoseCumulative,SecondDailyDose,SecondDailyDoseCumulative,SingleDailyDose,SingleDailyDoseCumulative,CombinedAllDoses,CombinedAllDosesCumulative,FullyVaccinated,FullyVaccinatedCumulative
292,5/8/2021 15:00:00,18-49,6566,1253753,17510.000000000000000,867742,727,94194,24803,1704718,18237,759839
293,2/13/2021 15:00:00,12-17,18,697,7.000000000000000,218,,0,,0,,0
294,2/14/2021 15:00:00,12-17,19,716,3.000000000000000,221,,0,,0,,0
295,2/15/2021 15:00:00,12-17,12,728,23.000000000000000,244,,0,,0,,0
296,2/16/2021 15:00:00,12-17,26,754,15.000000000000000,259,,0,,0,,0
297,2/17/2021 15:00:00,12-17,6,760,19.000000000000000,278,,0,,0,,0
298,2/18/2021 15:00:00,12-17,4,764,1.000000000000000,279,,0,,0,,0
299,2/19/2021 15:00:00,12-17,12,776,22.000000000000000,301,,0,,0,,0
300,2/20/2021 15:00:00,12-17,24,800,39.000000000000000,340,,0,,0,,0
301,2/21/2021 15:00:00,12-17,14,814,14.000000000000000,354,,0,,0,,0
302,2/22/2021 15:00:00,12-17,13,827,24.000000000000000,378,,0,,0,,0
303,2/23/2021 15:00:00,12-17,36,863,46.000000000000000,424,,0,,0,,0
304,2/24/2021 15:00:00,12-17,33,896,20.000000000000000,444,,0,,0,,0
305,2/25/2021 15:00:00,12-17,36,932,34.000000000000000,478,,0,,0,,0
306,2/26/2021 15:00:00,12-17,30,962,17.000000000000000,495,,0,,0,,0
307,2/27/2021 15:00:00,12-17,48,1010,22.000000000000000,517,,0,,0,,0
308,2/28/2021 15:00:00,12-17,34,1044,1.000000000000000,518,,0,,0,,0
309,3/1/2021 15:00:00,12-17,63,1107,19.000000000000000,537,,0,,0,,0
310,3/2/2021 15:00:00,12-17,36,1143,9.000000000000000,546,,0,,0,,0
311,3/3/2021 15:00:00,12-17,44,1187,21.000000000000000,567,1,1,66,66,22,22
312,3/4/2021 15:00:00,12-17,29,1216,24.000000000000000,591,2,3,55,121,26,48
313,3/5/2021 15:00:00,12-17,39,1255,17.000000000000000,608,1,4,57,178,18,66
314,3/6/2021 15:00:00,12-17,80,1335,14.000000000000000,622,4,8,98,276,18,84
315,3/7/2021 15:00:00,12-17,42,1377,15.000000000000000,637,1,9,58,334,16,100
316,3/8/2021 15:00:00,12-17,81,1458,13.000000000000000,650,,9,,334,,100
317,3/9/2021 15:00:00,12-17,94,1552,24.000000000000000,674,2,11,120,454,26,126
318,3/10/2021 15:00:00,12-17,108,1660,14.000000000000000,688,1,12,123,577,15,141
319,3/11/2021 15:00:00,12-17,158,1818,9.000000000000000,697,,12,,577,,141
320,3/12/2021 15:00:00,12-17,138,1956,19.000000000000000,716,,12,,577,,141
321,3/13/2021 15:00:00,12-17,163,2119,9.000000000000000,725,1,13,173,750,10,151
322,3/14/2021 15:00:00,12-17,156,2275,16.000000000000000,741,,13,,750,,151
323,3/15/2021 15:00:00,12-17,168,2443,22.000000000000000,763,,13,,750,,151
324,3/16/2021 15:00:00,12-17,212,2655,18.000000000000000,781,1,14,231,981,19,170
325,3/17/2021 15:00:00,12-17,257,2912,39.000000000000000,820,,14,,981,,170
326,3/18/2021 15:00:00,12-17,233,3145,35.000000000000000,855,1,15,269,1250,36,206
327,3/19/2021 15:00:00,12-17,205,3350,28.000000000000000,883,,15,,1250,,206
328,3/20/2021 15:00:00,12-17,258,3608,38.000000000000000,921,,15,,1250,,206
329,3/21/2021 15:00:00,12-17,227,3835,32.000000000000000,953,,15,,1250,,206
330,3/22/2021 15:00:00,12-17,270,4105,35.000000000000000,988,,15,,1250,,206
331,3/23/2021 15:00:00,12-17,308,4413,43.000000000000000,1031,,15,,1250,,206
332,3/24/2021 15:00:00,12-17,322,4735,40.000000000000000,1071,,15,,1250,,206
333,3/25/2021 15:00:00,12-17,349,5084,39.000000000000000,1110,,15,,1250,,206
334,3/26/2021 15:00:00,12-17,257,5341,29.000000000000000,1139,1,16,287,1537,30,236
335,3/27/2021 15:00:00,12-17,251,5592,72.000000000000000,1211,,16,,1537,,236
336,3/28/2021 15:00:00,12-17,203,5795,30.000000000000000,1241,2,18,235,1772,32,268
337,3/29/2021 15:00:00,12-17,324,6119,71.000000000000000,1312,1,19,396,2168,72,340
338,3/30/2021 15:00:00,12-17,521,6640,78.000000000000000,1390,1,20,600,2768,79,419
339,3/31/2021 15:00:00,12-17,684,7324,88.000000000000000,1478,8,28,780,3548,96,515
340,4/1/2021 15:00:00,12-17,603,7927,148.000000000000000,1626,1,29,752,4300,149,664
341,4/2/2021 15:00:00,12-17,731,8658,115.000000000000000,1741,7,36,853,5153,122,786
342,12/14/2020 15:00:00,50-64,4,4,,0,,0,,0,,0
343,12/15/2020 15:00:00,50-64,26,30,1.000000000000000,1,,0,,0,,0
344,12/16/2020 15:00:00,50-64,125,155,1.000000000000000,2,,0,,0,,0
345,12/17/2020 15:00:00,50-64,319,474,1.000000000000000,3,,0,,0,,0
346,12/18/2020 15:00:00,50-64,932,1406,3.000000000000000,6,,0,,0,,0
347,12/19/2020 15:00:00,50-64,287,1693,1.000000000000000,7,,0,,0,,0
348,12/20/2020 15:00:00,50-64,97,1790,1.000000000000000,8,,0,,0,,0
349,12/21/2020 15:00:00,50-64,1107,2897,7.000000000000000,15,,0,,0,,0
350,12/22/2020 15:00:00,50-64,1819,4716,8.000000000000000,23,,0,,0,,0
351,12/23/2020 15:00:00,50-64,1815,6531,8.000000000000000,31,,0,,0,,0
352,12/24/2020 15:00:00,50-64,886,7417,8.000000000000000,39,,0,,0,,0
353,12/25/2020 15:00:00,50-64,338,7755,3.000000000000000,42,,0,,0,,0
354,12/26/2020 15:00:00,50-64,622,8377,4.000000000000000,46,,0,,0,,0
355,12/27/2020 15:00:00,50-64,529,8906,3.000000000000000,49,,0,,0,,0
356,12/28/2020 15:00:00,50-64,2780,11686,13.000000000000000,62,,0,,0,,0
357,12/29/2020 15:00:00,50-64,3551,15237,16.000000000000000,78,,0,,0,,0
358,12/30/2020 15:00:00,50-64,4000,19237,28.000000000000000,106,,0,,0,,0
359,12/31/2020 15:00:00,50-64,2353,21590,15.000000000000000,121,,0,,0,,0
360,1/1/2021 15:00:00,50-64,832,22422,40.000000000000000,161,,0,,0,,0
361,1/2/2021 15:00:00,50-64,766,23188,7.000000000000000,168,,0,,0,,0
362,1/3/2021 15:00:00,50-64,1001,24189,17.000000000000000,185,,0,,0,,0
363,1/4/2021 15:00:00,50-64,4202,28391,94.000000000000000,279,,0,,0,,0
364,1/5/2021 15:00:00,50-64,3854,32245,155.000000000000000,434,,0,,0,,0
365,1/6/2021 15:00:00,50-64,4911,37156,231.000000000000000,665,,0,,0,,0
366,1/7/2021 15:00:00,50-64,4733,41889,500.000000000000000,1165,,0,,0,,0
367,1/8/2021 15:00:00,50-64,4930,46819,856.000000000000000,2021,,0,,0,,0
368,1/9/2021 15:00:00,50-64,1470,48289,281.000000000000000,2302,,0,,0,,0
369,1/10/2021 15:00:00,50-64,868,49157,104.000000000000000,2406,,0,,0,,0
370,1/11/2021 15:00:00,50-64,4069,53226,1003.000000000000000,3409,,0,,0,,0
371,1/12/2021 15:00:00,50-64,4874,58100,1675.000000000000000,5084,,0,,0,,0
372,1/13/2021 15:00:00,50-64,5591,63691,1193.000000000000000,6277,,0,,0,,0
373,1/14/2021 15:00:00,50-64,5277,68968,587.000000000000000,6864,,0,,0,,0
374,1/15/2021 15:00:00,50-64,5370,74338,660.000000000000000,7524,,0,,0,,0
375,1/16/2021 15:00:00,50-64,1210,75548,461.000000000000000,7985,,0,,0,,0
376,1/17/2021 15:00:00,50-64,555,76103,394.000000000000000,8379,,0,,0,,0
377,1/18/2021 15:00:00,50-64,1366,77469,1030.000000000000000,9409,,0,,0,,0
378,1/19/2021 15:00:00,50-64,2837,80306,1589.000000000000000,10998,,0,,0,,0
379,1/20/2021 15:00:00,50-64,3473,83779,1609.000000000000000,12607,,0,,0,,0
380,1/21/2021 15:00:00,50-64,4290,88069,1159.000000000000000,13766,,0,,0,,0
381,1/22/2021 15:00:00,50-64,5855,93924,1061.000000000000000,14827,,0,,0,,0
382,1/23/2021 15:00:00,50-64,1789,95713,556.000000000000000,15383,,0,,0,,0
383,1/24/2021 15:00:00,50-64,563,96276,572.000000000000000,15955,,0,,0,,0
384,1/25/2021 15:00:00,50-64,2526,98802,2866.000000000000000,18821,,0,,0,,0
385,1/26/2021 15:00:00,50-64,2749,101551,2902.000000000000000,21723,,0,,0,,0
386,1/27/2021 15:00:00,50-64,3575,105126,3941.000000000000000,25664,,0,,0,,0
387,1/28/2021 15:00:00,50-64,3623,108749,2966.000000000000000,28630,,0,,0,,0
388,1/29/2021 15:00:00,50-64,3928,112677,2458.000000000000000,31088,,0,,0,,0
389,1/30/2021 15:00:00,50-64,2636,115313,706.000000000000000,31794,,0,,0,,0
390,1/31/2021 15:00:00,50-64,781,116094,386.000000000000000,32180,,0,,0,,0
391,2/1/2021 15:00:00,50-64,1409,117503,1611.000000000000000,33791,,0,,0,,0
392,5/9/2021 15:00:00,18-49,3291,1257044,7204.000000000000000,874946,394,94588,10889,1715607,7598,767437
393,5/10/2021 15:00:00,18-49,5238,1262282,17600.000000000000000,892546,723,95311,23561,1739168,18323,785760
394,5/11/2021 15:00:00,18-49,7598,1269880,18105.000000000000000,910651,748,96059,26451,1765619,18853,804613
395,5/12/2021 15:00:00,18-49,7790,1277670,22265.000000000000000,932916,1093,97152,31148,1796767,23358,827971
396,5/13/2021 15:00:00,18-49,7186,1284856,20241.000000000000000,953157,686,97838,28113,1824880,20927,848898
397,5/14/2021 15:00:00,18-49,9044,1293900,17333.000000000000000,970490,962,98800,27339,1852219,18295,867193
398,5/15/2021 15:00:00,18-49,6605,1300505,14126.000000000000000,984616,923,99723,21654,1873873,15049,882242
399,5/16/2021 15:00:00,18-49,3356,1303861,10772.000000000000000,995388,697,100420,14825,1888698,11469,893711
400,5/17/2021 15:00:00,18-49,6102,1309963,15729.000000000000000,1011117,1137,101557,22968,1911666,16866,910577
401,5/18/2021 15:00:00,18-49,8412,1318375,18465.000000000000000,1029582,1140,102697,28017,1939683,19605,930182
402,5/19/2021 15:00:00,18-49,9656,1328031,19077.000000000000000,1048659,962,103659,29695,1969378,20039,950221
403,5/20/2021 15:00:00,18-49,9005,1337036,19303.000000000000000,1067962,1157,104816,29465,1998843,20460,970681
404,5/21/2021 15:00:00,18-49,8436,1345472,18149.000000000000000,1086111,929,105745,27514,2026357,19078,989759
405,5/22/2021 15:00:00,18-49,6730,1352202,11680.000000000000000,1097791,812,106557,19222,2045579,12492,1002251
406,5/23/2021 15:00:00,18-49,4020,1356222,7075.000000000000000,1104866,637,107194,11732,2057311,7712,1009963
407,5/24/2021 15:00:00,18-49,6155,1362377,9985.000000000000000,1114851,887,108081,17027,2074338,10872,1020835
408,5/25/2021 15:00:00,18-49,6536,1368913,10725.000000000000000,1125576,800,108881,18061,2092399,11525,1032360
409,5/26/2021 15:00:00,18-49,6858,1375771,11102.000000000000000,1136678,911,109792,18871,2111270,12013,1044373
410,5/27/2021 15:00:00,18-49,5912,1381683,10306.000000000000000,1146984,627,110419,16845,2128115,10933,1055306
411,5/28/2021 15:00:00,18-49,6197,1387880,12002.000000000000000,1158986,875,111294,19074,2147189,12877,1068183
412,5/29/2021 15:00:00,18-49,4630,1392510,7123.000000000000000,1166109,585,111879,12338,2159527,7708,1075891
413,5/30/2021 15:00:00,18-49,2677,1395187,4180.000000000000000,1170289,412,112291,7269,2166796,4592,1080483
414,5/31/2021 15:00:00,18-49,865,1396052,2142.000000000000000,1172431,184,112475,3191,2169987,2326,1082809
415,6/1/2021 15:00:00,18-49,5326,1401378,9695.000000000000000,1182126,679,113154,15700,2185687,10374,1093183
416,6/2/2021 15:00:00,18-49,4691,1406069,9406.000000000000000,1191532,558,113712,14655,2200342,9964,1103147
417,6/3/2021 15:00:00,18-49,4150,1410219,7655.000000000000000,1199187,611,114323,12416,2212758,8266,1111413
418,6/4/2021 15:00:00,18-49,4306,1414525,8785.000000000000000,1207972,616,114939,13707,2226465,9401,1120814
419,6/5/2021 15:00:00,18-49,3385,1417910,5873.000000000000000,1213845,466,115405,9724,2236189,6339,1127153
420,6/6/2021 15:00:00,18-49,1733,1419643,2374.000000000000000,1216219,281,115686,4388,2240577,2655,1129808
421,6/7/2021 15:00:00,18-49,3578,1423221,5162.000000000000000,1221381,417,116103,9157,2249734,5579,1135387
422,6/8/2021 15:00:00,18-49,3451,1426672,7254.000000000000000,1228635,438,116541,11143,2260877,7692,1143079
423,6/9/2021 15:00:00,18-49,3823,1430495,7530.000000000000000,1236165,598,117139,11951,2272828,8128,1151207
424,6/10/2021 15:00:00,18-49,3670,1434165,7672.000000000000000,1243837,484,117623,11826,2284654,8156,1159363
425,6/11/2021 15:00:00,18-49,3776,1437941,7706.000000000000000,1251543,646,118269,12128,2296782,8352,1167715
426,6/12/2021 15:00:00,18-49,2703,1440644,6140.000000000000000,1257683,407,118676,9250,2306032,6547,1174262
427,6/13/2021 15:00:00,18-49,1130,1441774,3344.000000000000000,1261027,312,118988,4786,2310818,3656,1177918
428,6/14/2021 15:00:00,18-49,2916,1444690,5705.000000000000000,1266732,454,119442,9075,2319893,6159,1184077
429,6/15/2021 15:00:00,18-49,2886,1447576,6918.000000000000000,1273650,527,119969,10331,2330224,7445,1191522
430,6/16/2021 15:00:00,18-49,3168,1450744,6817.000000000000000,1280467,429,120398,10414,2340638,7246,1198768
431,6/17/2021 15:00:00,18-49,3363,1454107,6262.000000000000000,1286729,434,120832,10059,2350697,6696,1205464
432,6/18/2021 15:00:00,18-49,3354,1457461,6300.000000000000000,1293029,404,121236,10058,2360755,6704,1212168
433,6/19/2021 15:00:00,18-49,2388,1459849,4484.000000000000000,1297513,415,121651,7287,2368042,4899,1217067
434,6/20/2021 15:00:00,18-49,1333,1461182,2635.000000000000000,1300148,271,121922,4239,2372281,2906,1219973
435,6/21/2021 15:00:00,18-49,2808,1463990,2823.000000000000000,1302971,394,122316,6025,2378306,3217,1223190
436,6/22/2021 15:00:00,18-49,2806,1466796,4787.000000000000000,1307758,447,122763,8040,2386346,5234,1228424
437,6/23/2021 15:00:00,18-49,2978,1469774,4823.000000000000000,1312581,355,123118,8156,2394502,5178,1233602
438,6/24/2021 15:00:00,18-49,2918,1472692,4021.000000000000000,1316602,355,123473,7294,2401796,4376,1237978
439,2/2/2021 15:00:00,50-64,2097,119600,4075.000000000000000,37866,,0,,0,,0
440,2/3/2021 15:00:00,50-64,3158,122758,5681.000000000000000,43547,,0,,0,,0
441,2/4/2021 15:00:00,50-64,4014,126772,4868.000000000000000,48415,,0,,0,,0
442,2/5/2021 15:00:00,50-64,3564,130336,5093.000000000000000,53508,,0,,0,,0
443,2/6/2021 15:00:00,50-64,2031,132367,1764.000000000000000,55272,,0,,0,,0
444,2/7/2021 15:00:00,50-64,1066,133433,444.000000000000000,55716,,0,,0,,0
445,2/8/2021 15:00:00,50-64,2127,135560,3500.000000000000000,59216,,0,,0,,0
446,2/9/2021 15:00:00,50-64,2698,138258,3466.000000000000000,62682,,0,,0,,0
447,2/10/2021 15:00:00,50-64,3108,141366,5301.000000000000000,67983,,0,,0,,0
448,2/11/2021 15:00:00,50-64,3994,145360,4129.000000000000000,72112,,0,,0,,0
449,2/12/2021 15:00:00,50-64,4067,149427,4839.000000000000000,76951,,0,,0,,0
450,2/13/2021 15:00:00,50-64,2046,151473,1095.000000000000000,78046,,0,,0,,0
451,2/14/2021 15:00:00,50-64,1383,152856,459.000000000000000,78505,,0,,0,,0
452,2/15/2021 15:00:00,50-64,1858,154714,2253.000000000000000,80758,,0,,0,,0
453,2/16/2021 15:00:00,50-64,3255,157969,3700.000000000000000,84458,,0,,0,,0
454,2/17/2021 15:00:00,50-64,4247,162216,4935.000000000000000,89393,,0,,0,,0
455,2/18/2021 15:00:00,50-64,711,162927,1041.000000000000000,90434,,0,,0,,0
456,2/19/2021 15:00:00,50-64,1866,164793,4097.000000000000000,94531,,0,,0,,0
457,2/20/2021 15:00:00,50-64,1929,166722,3585.000000000000000,98116,,0,,0,,0
458,2/21/2021 15:00:00,50-64,1001,167723,966.000000000000000,99082,,0,,0,,0
459,2/22/2021 15:00:00,50-64,1449,169172,2892.000000000000000,101974,,0,,0,,0
460,2/23/2021 15:00:00,50-64,2950,172122,2313.000000000000000,104287,,0,,0,,0
461,2/24/2021 15:00:00,50-64,3797,175919,3719.000000000000000,108006,,0,,0,,0
462,2/25/2021 15:00:00,50-64,3681,179600,4279.000000000000000,112285,,0,,0,,0
463,2/26/2021 15:00:00,50-64,4600,184200,4729.000000000000000,117014,,0,,0,,0
464,2/27/2021 15:00:00,50-64,3379,187579,1824.000000000000000,118838,,0,,0,,0
465,2/28/2021 15:00:00,50-64,3296,190875,846.000000000000000,119684,,0,,0,,0
466,3/1/2021 15:00:00,50-64,6281,197156,1792.000000000000000,121476,,0,,0,,0
467,3/2/2021 15:00:00,50-64,5003,202159,2077.000000000000000,123553,16,16,7096,7096,2093,2093
468,3/3/2021 15:00:00,50-64,6638,208797,3239.000000000000000,126792,74,90,9951,17047,3313,5406
469,3/4/2021 15:00:00,50-64,6527,215324,3071.000000000000000,129863,1045,1135,10643,27690,4116,9522
470,3/5/2021 15:00:00,50-64,6279,221603,3684.000000000000000,133547,1003,2138,10966,38656,4687,14209
471,3/6/2021 15:00:00,50-64,4373,225976,1935.000000000000000,135482,1648,3786,7956,46612,3583,17792
472,3/7/2021 15:00:00,50-64,2682,228658,857.000000000000000,136339,1811,5597,5350,51962,2668,20460
473,3/8/2021 15:00:00,50-64,5719,234377,1638.000000000000000,137977,2070,7667,9427,61389,3708,24168
474,3/9/2021 15:00:00,50-64,6116,240493,2793.000000000000000,140770,1988,9655,10897,72286,4781,28949
475,3/10/2021 15:00:00,50-64,7254,247747,3053.000000000000000,143823,2299,11954,12606,84892,5352,34301
476,3/11/2021 15:00:00,50-64,9534,257281,2865.000000000000000,146688,1003,12957,13402,98294,3868,38169
477,3/12/2021 15:00:00,50-64,9607,266888,3335.000000000000000,150023,843,13800,13785,112079,4178,42347
478,3/13/2021 15:00:00,50-64,6623,273511,1962.000000000000000,151985,646,14446,9231,121310,2608,44955
479,3/14/2021 15:00:00,50-64,5435,278946,1214.000000000000000,153199,351,14797,7000,128310,1565,46520
480,3/15/2021 15:00:00,50-64,9005,287951,1946.000000000000000,155145,185,14982,11136,139446,2131,48651
481,3/16/2021 15:00:00,50-64,9788,297739,2521.000000000000000,157666,232,15214,12541,151987,2753,51404
482,3/17/2021 15:00:00,50-64,10757,308496,3123.000000000000000,160789,400,15614,14280,166267,3523,54927
483,3/18/2021 15:00:00,50-64,12794,321290,2412.000000000000000,163201,428,16042,15634,181901,2840,57767
484,3/19/2021 15:00:00,50-64,12191,333481,2488.000000000000000,165689,381,16423,15060,196961,2869,60636
485,3/20/2021 15:00:00,50-64,8457,341938,2080.000000000000000,167769,273,16696,10810,207771,2353,62989
486,3/21/2021 15:00:00,50-64,6864,348802,1542.000000000000000,169311,122,16818,8528,216299,1664,64653
487,3/22/2021 15:00:00,50-64,12031,360833,2297.000000000000000,171608,323,17141,14651,230950,2620,67273
488,4/3/2021 15:00:00,12-17,591,9249,124.000000000000000,1865,8,44,723,5876,132,918
489,4/4/2021 15:00:00,12-17,217,9466,87.000000000000000,1952,,44,,5876,,918
490,4/5/2021 15:00:00,12-17,841,10307,139.000000000000000,2091,3,47,983,6859,142,1060
491,4/6/2021 15:00:00,12-17,1149,11456,143.000000000000000,2234,3,50,1295,8154,146,1206
492,4/7/2021 15:00:00,12-17,1191,12647,218.000000000000000,2452,8,58,1417,9571,226,1432
493,4/8/2021 15:00:00,12-17,1210,13857,214.000000000000000,2666,7,65,1431,11002,221,1653
494,4/9/2021 15:00:00,12-17,1072,14929,194.000000000000000,2860,2,67,1268,12270,196,1849
495,4/10/2021 15:00:00,12-17,1406,16335,258.000000000000000,3118,2,69,1666,13936,260,2109
496,4/11/2021 15:00:00,12-17,1061,17396,153.000000000000000,3271,1,70,1215,15151,154,2263
497,4/12/2021 15:00:00,12-17,968,18364,254.000000000000000,3525,3,73,1225,16376,257,2520
498,4/13/2021 15:00:00,12-17,1818,20182,283.000000000000000,3808,,73,,16376,,2520
499,4/14/2021 15:00:00,12-17,2404,22586,326.000000000000000,4134,,73,,16376,,2520
500,4/15/2021 15:00:00,12-17,1568,24154,253.000000000000000,4387,1,74,1822,18198,254,2774
501,4/16/2021 15:00:00,12-17,1948,26102,253.000000000000000,4640,,74,,18198,,2774
502,4/17/2021 15:00:00,12-17,2534,28636,220.000000000000000,4860,,74,,18198,,2774
503,4/18/2021 15:00:00,12-17,2080,30716,241.000000000000000,5101,,74,,18198,,2774
504,4/19/2021 15:00:00,12-17,1336,32052,414.000000000000000,5515,,74,,18198,,2774
505,4/20/2021 15:00:00,12-17,1529,33581,479.000000000000000,5994,,74,,18198,,2774
506,4/21/2021 15:00:00,12-17,2980,36561,730.000000000000000,6724,,74,,18198,,2774
507,4/22/2021 15:00:00,12-17,1769,38330,466.000000000000000,7190,,74,,18198,,2774
508,4/23/2021 15:00:00,12-17,1944,40274,661.000000000000000,7851,,74,,18198,,2774
509,4/24/2021 15:00:00,12-17,2161,42435,570.000000000000000,8421,,74,,18198,,2774
510,4/25/2021 15:00:00,12-17,1804,44239,201.000000000000000,8622,,74,,18198,,2774
511,4/26/2021 15:00:00,12-17,1442,45681,666.000000000000000,9288,,74,,18198,,2774
512,4/27/2021 15:00:00,12-17,1501,47182,862.000000000000000,10150,,74,,18198,,2774
513,4/28/2021 15:00:00,12-17,2747,49929,1226.000000000000000,11376,,74,,18198,,2774
514,4/29/2021 15:00:00,12-17,1642,51571,1096.000000000000000,12472,,74,,18198,,2774
515,4/30/2021 15:00:00,12-17,1665,53236,999.000000000000000,13471,2,76,2666,20864,1001,3775
516,5/1/2021 15:00:00,12-17,1573,54809,1372.000000000000000,14843,,76,,20864,,3775
517,5/2/2021 15:00:00,12-17,715,55524,947.000000000000000,15790,1,77,1663,22527,948,4723
518,5/3/2021 15:00:00,12-17,763,56287,1090.000000000000000,16880,,77,,22527,,4723
519,5/4/2021 15:00:00,12-17,1017,57304,1676.000000000000000,18556,,77,,22527,,4723
520,5/5/2021 15:00:00,12-17,1939,59243,2411.000000000000000,20967,,77,,22527,,4723
521,5/6/2021 15:00:00,12-17,890,60133,1464.000000000000000,22431,,77,,22527,,4723
522,5/7/2021 15:00:00,12-17,943,61076,2023.000000000000000,24454,,77,,22527,,4723
523,5/8/2021 15:00:00,12-17,853,61929,2496.000000000000000,26950,,77,,22527,,4723
524,5/9/2021 15:00:00,12-17,487,62416,1194.000000000000000,28144,,77,,22527,,4723
525,5/10/2021 15:00:00,12-17,499,62915,1543.000000000000000,29687,,77,,22527,,4723
526,5/11/2021 15:00:00,12-17,809,63724,1577.000000000000000,31264,,77,,22527,,4723
527,5/12/2021 15:00:00,12-17,1939,65663,2907.000000000000000,34171,2,79,4848,27375,2909,7632
528,5/13/2021 15:00:00,12-17,10932,76595,1890.000000000000000,36061,,79,,27375,,7632
529,5/14/2021 15:00:00,12-17,10592,87187,1681.000000000000000,37742,,79,,27375,,7632
530,5/15/2021 15:00:00,12-17,11822,99009,1912.000000000000000,39654,1,80,13735,41110,1913,9545
531,5/16/2021 15:00:00,12-17,4321,103330,1656.000000000000000,41310,,80,,41110,,9545
532,5/17/2021 15:00:00,12-17,7015,110345,1528.000000000000000,42838,,80,,41110,,9545
